CODIGO,DESCRIPCION,ESPECIFICACION,COSTO,SUGERIDO,DESFASE,PUBLICO,PRECIO2,PRECIO3,PRECIO4,CodigoBarras,MARCA,EnVenta,Linea
004779,Química - Estequiometria EIMP,"Custodio García, Andrés/Editorial Impecus/Química",1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,160
004780,Química - FUNDAMENTOS ERAC,-/Racso Editores/-,23,28.75,11.25,40,33,,,0,076,Verdadero,160
004781,Química - Problemas y Como Resolverlos ERAC,-/Racso Editores/-,22,27.5,12.5,40,28,,,0,076,Verdadero,160
004782,Química - Teoría y Problemas EWHE,-/Distribuidora Lopez G. E.I.R.L. - WH Editores/-,3,3.75,1.25,5,4,,,0,076,Verdadero,160
004783,Química - Uniciencias (Cartolin) ESAM,"Cartolín, Walter/Editorial San Marcos E.I.R.L./-",21,26.25,2.75,29,27,,,0,076,Verdadero,160
004784,Química - Uniciencias SAPIENS (Cartolin) ESAM,"Cartolín, Walter/Editorial San Marcos E.I.R.L./- 18/03/21",24,30,2,32,27,,,9786123152802,076,Verdadero,160
004785,Química # 1 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 1,5,6.25,2.75,9,8,,,9789972337956,076,Verdadero,160
004786,"Química # 1 - Densidad, Presión y Temperatura EIMP","Custodio García, Andrés/Editorial Impecus/Química 1",1,1.25,0.75,2,1.2,,,0,076,Verdadero,160
004787,Química # 2 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 2,3.5,4.38,2.63,7,6,,,0,076,Verdadero,160
004788,Química # 2 - Teoría Atómica y Mecánica Cuántica EIMP,"Custodio García, Andrés/Editorial Impecus/Química 2",1,1.25,0.75,2,1.2,,,0,076,Verdadero,160
004789,Química # 3 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 3,3.5,4.38,2.63,7,6,,,0,076,Verdadero,160
004790,Química # 4 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 4,3.5,4.38,2.63,7,6,,,9789972813375,076,Verdadero,160
004791,Química # 4 - Nomenclatura y Unidades Químicas EIMP,"Custodio García, Andrés/Editorial Impecus/Química 4",1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,160
004792,Química # 5 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 5,3.5,4.38,2.63,7,6,,,9789972813399,076,Verdadero,160
004793,Química # 5 - Estados de la Materia EIMP,"Custodio García, Andrés/Editorial Impecus/Química 5",1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,160
004794,Química # 6 (Benites) EMOS,Benites/ Moshera / Verificar Precio al 05/02/021,3.5,4.38,2.63,7,6,,,9789972813443,076,Verdadero,160
004795,Química # 7 (Benites) EMOS,Benites/Dist. Imp. Edit. Lib.Moshera S.R.L./Química 7,3.5,4.38,2.63,7,6,,,9789972338472,076,Verdadero,160
004796,Química 1 EMEG,Folleto/Editorial Megabyte/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,160
004797,Química 2 EMEG,Folleto/Editorial Megabyte/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,160
004798,Química 3 EMEG,Folleto/Editorial Megabyte/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,155
004799,Química Analítica Cualitativa (Vogel),"Vogel, Arthur/-/-",12,15,3,18,16,,,0,076,Verdadero,160
004800,Rimas y Leyendas EICU,Editorial Impacto Cultural - Colección GATO 18/04/23,2.5,3.13,1.88,5,3.5,,,0,076,Verdadero,158
004801,Química Ciencia Básica (Florentino) EMOS,"Florentino La Torre, Wilfredo/Dist. Imp. Edit. Lib.Moshera S.R.L./-",32,40,2,42,40,,,0,076,Verdadero,160
004802,Química Curso Teórico Práctico EMEG,Colección/Editorial Megabyte/-,26,32.5,2.5,35,33,,,9786034005532,076,Verdadero,160
004803,Química Enciclopedia (Rubiños) ERUB,"Rubiños Torres, Luis/Editorial Rubiños/- 14/12/23",32,40,5,45,43,,,0,076,Verdadero,160
004804,Química General (Goñi) ESAM,Goñi/Editorial San Marcos E.I.R.L./-,12,15,2,17,15,,,0,076,Verdadero,160
004805,Química General (Hurtado),Hurtado/Sin Editorial/-,16,20,0,20,0,,,0,076,Verdadero,160
004806,Robin Hood EICU,Editorial Impacto Cultural - Colección,1.3,1.63,3.38,5,3.5,,,0,076,Verdadero,158
004807,Química I Colección P/B  ELUM,Colección CC. HH. Bond/Editorial Lumbreras/-,30.4,38,2,40,38,,,0,076,Falso,160
004808,Química Inorgánica I (Azarte),Azarte/-/-,12,15,2,17,15,,,0,076,Verdadero,160
004809,Química Inorgánica II (Azarte),Azarte/-/- 24/08/24,18,22.5,4.5,27,25,,,0,076,Verdadero,160
004810,Química Orgánica (Florentino) EMOS,Florentino/Dist. Imp. Edit. Lib.Moshera S.R.L./Química,6,7.5,2.5,10,9,,,0,076,Verdadero,160
004811,QUI - Química Orgánica ECUZ,Química 06/Editorial Cuzcano/- 10/09/21,4,5,1,6,5,,,.118,076,Verdadero,160
004812,QUI - Química Orgánica EKAN,-/Editorial Kano SRL/Química,1.8,2.25,1.75,4,2.3,,,0,076,Verdadero,160
004813,QUI - Química Orgánica (Collantes) ECUZ,Química Collantes 05/Editorial Cuzcano/- 10/09/21,4,5,1,6,5,,,.124,076,Verdadero,160
004814,Química Orgánica (Azarte),Azarte/-/- 24/08/24,18,22.5,4.5,27,25,,,0,076,Verdadero,160
004815,Química Orgánica II,Azarte/-/-,13,16.25,3.75,20,18,,,0,076,Falso,160
004816,Principito EICU,Antoine De Saint Exupery - Editorial Impacto Cultural - Colección  GATO 08/11/23,2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004817,Química para Postulantes a Ciencias (Salcedo) ESAM,"Salcedo, Alfredo/Editorial San Marcos E.I.R.L./-",17.13,21.41,2.59,24,22,,,0,076,Verdadero,160
004818,Química Problemas Selectos Mi Academia ESAM,Mi Academia/Editorial San Marcos E.I.R.L./Mi Academia,1.2,1.5,0.5,2,1.5,,,0,076,Verdadero,160
004819,Química Siglo XXI FE ESAM,Fondo Editorial/Editorial San Marcos E.I.R.L./-,10.2,12.75,2.25,15,13,,,0,076,Verdadero,160
004820,"Química, Análisis Principios y Aplicaciones - Tomo I Colección ELUM",Colección CC. HH./Editorial Lumbreras/- 16/12/23,28.6,35.75,8.25,44,42,,,9786123079338,076,Verdadero,160
004821,"Química, Análisis Principios y Aplicaciones - Tomo II Colección ELUM",Colección CC. HH./Editorial Lumbreras/- 16/12/23,24.7,30.87,7.13,38,36,,,9789972285165,076,Verdadero,160
004822,Torito de la Piel Brillante EICU,Editorial Impacto Cultural - Colección - GATO 19/05/23,2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004823,Vida es Sueño EICU,Editorial Impacto Cultural - Colección GATO 18/04/23,2.5,3.13,1.88,5,3.5,,,0,076,Verdadero,158
004824,Tradiciones Peruanas (Palma) EICU,"Palma, Ricardo - Editorial Impacto Cultural - Colección GATO 22/06/23",2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004825,Quiromancia EMER,-/Editorial Mercurio - Distrib. Rivera/-,2.95,3.69,1.31,5,4,,,0,076,Verdadero,145
004826,Quiromancia ENAV,-/Editorial Navarrete/-,6.5,8.13,1.88,10,8,,,0,076,Verdadero,145
004827,TRI - R. T.  De Ángulos Agudos (Cabrejos) # 02 ECUZ,Trigonometría 02/Editorial Cuzcano/-,2,2.5,1.5,4,3,,,.26,076,Verdadero,155
004828,R. T.  De Ángulos Agudos en Posicion Normal EKAN,J./Editorial Kano SRL/Trigonometría,1,1.25,0.75,2,1.2,,,0,076,Verdadero,155
004829,Radicación (Mori) EKAN,Mori/Editorial Kano SRL/Algebra,1,1.25,0.75,2,1.2,,,0,076,Verdadero,155
004830,Radicación y Potenciación EWHE,-/Distribuidora Lopez G. E.I.R.L. - WH Editores/-,1,1.25,0.75,2,1.2,,,0,076,Verdadero,155
004831,ALG - Radicación y Racionalización ECUZ,Algebra/Editorial Cuzcano/- 10/09/21,4.5,5.63,0.38,6,5,,,.59,076,Verdadero,155
004832,Ramayana ECPE,Ediciones Cultura Peruana - Colección,1.5,1.88,3.13,5,4,,,0,076,Verdadero,158
004833,Ramayana EPO,-/Almen Editores - Colección Pluma de Oro/-,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,158
004834,Rasu Ñiti ECPE,"Arguedas, José María - Ediciones Cultura Peruana - Colección 15/07/23",1.8,2.25,1.75,4,2.5,,,0,076,Verdadero,158
004835,Rasu Ñiti,"Arguedas, José María/-/GATO",0.8,1,1,2,1.5,,,0,076,Verdadero,158
004836,Warma Kuyay EICU,Editorial Impacto Cultural - Colección - GATO 22/06/23,2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004837,Razonamiento Aritmético (Huisa de la Cruz),Huisa De la Cruz/-/-,1,1.25,0.75,2,1.2,,,0,076,Verdadero,134
004838,RAZ - Razonamiento Geométrico Temas Selectos ELUM,Temas Selectos RAZONAMIENTO MATEMATICO/Editorial Lumbreras/-,5.2,6.5,1.5,8,7,,,9786123074265,076,Verdadero,134
004839,RAZ - Razonamiento Inductivo – Deductivo Temas Selectos ELUM,Temas Selectos RAZONAMIENTO MATEMATICO/Editorial Lumbreras/-,5.2,6.5,1.5,8,7,,,9786123070892,076,Verdadero,134
004840,Razonamiento Lógico (Lázaro),Lázaro/Sin Editorial/-,5.5,6.88,3.13,10,7.5,,,0,076,Verdadero,154
004841,Razonamiento Lógico (Roy Córdoba),"Córdoba Bocanegra, Roy/-/- Amigo 14/02/23",19,23.75,1.25,25,23,,,0,076,Verdadero,154
004842,Ruiseñor y la Rosa EICU,Editorial Impacto Cultural - Colección - GATO 22/06/23,2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004843,RAZ - Razonamiento Lógico Temas Selectos ELUM,Temas Selectos RAZONAMIENTO MATEMATICO/Editorial Lumbreras/- 16/12/23,5.2,6.5,1.5,8,7,,,9786123072179,076,Verdadero,134
004844,"Razonamiento Lógico (Rodríguez, César)","Rodriguez, César/Sin Editorial/-",11,13.75,2.25,16,14,,,0,076,Verdadero,154
004845,Razonamiento Lógico - Banco de Preguntas (Marlon R.),Marlon Rodriguez/-/-,8,10,2,12,10,,,0,076,Verdadero,154
004846,Razonamiento Lógico - Folleto (Roy Córdoba),"Córdoba, Roy/Sin Editorial/-",1,1.25,0.75,2,1.3,,,0,076,Verdadero,154
004847,Razonamiento Lógico - Problemas (Lázaro),Lázaro/Sin Editorial/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,154
004848,RAZ - Razonamiento Lógico # 01 ECUZ,Razonamiento Matemático 01/Editorial Cuzcano/-,5,6.25,1.75,8,7,,,.129,076,Verdadero,134
004849,Razonamiento Lógico Formal (Guevara),Guevara/Sin Editorial/-,5,6.25,3.75,10,7,,,0,076,Verdadero,154
004850,Razonamiento Lógico Matemático - Camelot,-/Sin Editorial/Camelot,7.5,9.38,3.63,13,10,,,0,076,Verdadero,134
004851,Trompo EICU,Editorial Impacto Cultural - Colección - GATO 22/06/23,2.7,3.38,1.63,5,3.5,,,0,076,Verdadero,158
004852,Razonamiento Lógico Total (Paiva) EDEL,-/Editora y Distribuidora Delta/Paiva,3,3.75,1.25,5,4,,,0,076,Verdadero,134
004853,Razonamiento Matemático (Coveñas),"Coveñas, Manuel/Editorial Coveñas E.I.R.Ltda./-",8,10,8,18,16,,,0,076,Verdadero,134
004854,Razonamiento Matemático EGOM,-,1.5,1.88,0.63,2.5,2,,,0,076,Verdadero,134
004855,Razonamiento Matemático ESPARTACO EKAN,-/Editorial Kano SRL/Espartaco,6,7.5,2.5,10,8,,,0,076,Verdadero,134
004856,Razonamiento Matemático (Povis) EMOS,"Adolfo Povis, Moshera 10/01/23",29,36.25,3.75,40,38,,,9789972813962,076,Verdadero,134
004857,Razonamiento Matemático Mi Academia ESAM,Mi Academia/Editorial San Marcos E.I.R.L./Mi Academia,1.2,1.5,0.5,2,1.5,,,0,076,Verdadero,134
004858,Razonamiento Matemático (Lizarraga),Lizarraga/Sin Editorial/-,19,23.75,3.25,27,24,,,0,076,Verdadero,134
004859,Razonamiento Matemático (Yáñez),20/05/23,20,25,2,27,25,,,0,076,Verdadero,134
004860,Razonamiento Matemático (Trilce) EDEL,-/Editora y Distribuidora Delta/Trilce,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,134
004861,Razonamiento Matemático Compendio Académico ELUM,Compendio Académico/Editorial Lumbreras/- HAY N/E 25/01/21,14.3,17.88,4.13,22,15,,,9786123073169,076,Verdadero,134
004862,Razonamiento Matemático Esencial ELUM,Colección Esencial/Editorial Lumbreras/- 11/01/23,24.05,30.06,6.94,37,35,,,9786123076061,076,Verdadero,155
004863,Razonamiento Matemático (Valenzuela),"Valenzuela, Edgard/-/-",15,18.75,6.25,25,23,,,0,076,Verdadero,134
004864,Razonamiento Matemático EMEG,Colección/Editorial Megabyte/-,21,26.25,3.75,30,28,,,0,076,Verdadero,134
004865,Razonamiento Lógico - Matemático - ALFA ERAC,-/Racso Editores/- 18/02/25,26,32.5,2.5,35,33,,,0,076,Verdadero,134
004866,Razonamiento Matemático - Curso Integral (Torres) ERUB,"Torres Lozano, Alejandro/Editorial Rubiños/- 07/11/22",29,36.25,3.75,40,30,,,0,076,Verdadero,134
004867,Razonamiento Matemático - Folleto (Vera),"Vera, Alejandro/Sin Editorial/-",0.5,0.63,0.38,1,0.7,,,0,076,Verdadero,134
004868,Razonamiento Matemático - Folleto (De la Cruz),"De la Cruz, Auqui/Sin Editorial/-",2,2.5,1,3.5,2.5,,,0,076,Verdadero,134
004869,Razonamiento Matemático - Ingenio EING,"Hernández, Hernán/Editorial Ingenio S.A./-",9,11.25,3.75,15,12,,,0,076,Verdadero,134
004870,Razonamiento Matemático - Problemas Resueltos EING,-/Editorial Ingenio S.A./-,1.5,1.88,1.13,3,2.3,,,0,076,Verdadero,134
004871,Razonamiento Matemático - Problemas y Como Resolverlos ERAC,-/Racso Editores/-,21,26.25,13.75,40,25,,,0,076,Verdadero,134
004872,Razonamiento Matemático (Torres) ECUZ,-/Editorial Cuzcano/-,13,16.25,3.75,20,17,,,0,076,Verdadero,134
004873,Razonamiento Matemático Enciclopedia (Rubiños) ERUB,"Rubiños Torres, Luis/Editorial Rubiños/- 14/12/23",32,40,5,45,43,,,0,076,Verdadero,134
004874,Razonamiento Matemático I (Rubiños) EMOS,Rubiños/Dist. Imp. Edit. Lib.Moshera S.R.L./RM 1,2.2,2.75,2.25,5,4,,,0,076,Verdadero,134
004875,Razonamiento Matemático I (Sánchez) EIMP,Ivan Sánchez/Editorial Impecus/RM 1,1.5,1.88,1.13,3,2,,,0,076,Verdadero,134
004876,Razonamiento Matemático I (Rivera),Rivera/Sin Editorial/Valenzuela,2.2,2.75,1.25,4,3,,,0,076,Verdadero,134
004877,RAZ - Razonamiento Matemático I (De la Fuente)  ECUZ,Razonamiento Matemático T01/Editorial Cuzcano/-,3.5,4.38,1.63,6,5,,,.144,076,Verdadero,134
004878,Razonamiento Matemático II (Rubiños) EMOS,Rubiños/Dist. Imp. Edit. Lib.Moshera S.R.L./RM 2,2.5,3.13,1.88,5,4,,,0,076,Verdadero,134
004879,Razonamiento Matemático II (Rivera),Rivera/Sin Editorial/Valenzuela,2.2,2.75,1.25,4,3,,,0,076,Verdadero,134
004880,RAZ - Razonamiento Matemático II (De la Fuente) ECUZ,Razonamiento Matemático T02/Editorial Cuzcano/-,3.5,4.38,1.63,6,5,,,.145,076,Verdadero,134
004881,Razonamiento Matemático III (Rubiños) EMOS,Rubiños/Dist. Imp. Edit. Lib.Moshera S.R.L./RM 3,2.5,3.13,1.88,5,4,,,0,076,Verdadero,134
004882,Razonamiento Matemático III (Rivera),Rivera/Sin Editorial/Valenzuela,2.2,2.75,1.25,4,3,,,0,076,Verdadero,134
004883,RAZ - Razonamiento Matemático III (Ríos) ECUZ,Razonamiento Matemático T03/Editorial Cuzcano/-,3.5,4.38,1.63,6,5,,,.146,076,Verdadero,134
004884,Razonamiento Matemático IV (Rubiños) EMOS,Rubiños/Dist. Imp. Edit. Lib.Moshera S.R.L./RM 4,2.5,3.13,1.88,5,4,,,0,076,Verdadero,134
004885,Razonamiento Matemático IV (Rivera),Rivera/Sin Editorial/Valenzuela,2.2,2.75,1.25,4,3,,,0,076,Verdadero,134
004886,RAZ - Razonamiento Matemático IV (Rubiños) ECUZ,Razonamiento Matemático T04/Editorial Cuzcano/-,3.5,4.38,1.63,6,5,,,.147,076,Verdadero,134
004887,Razonamiento Matemático Moderno ERUB,-/Editorial Rubiños/-,17,21.25,2.75,24,21,,,0,076,Verdadero,134
004888,Razonamiento Matemático Planteo y Resolución de Ecuaciones EMEG,Folleto/Editorial Megabyte/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,155
004889,Razonamiento Matemático Siglo XXI (Timoteo) ESAM,"Timoteo, Salvador/Editorial San Marcos E.I.R.L./- 22/09/22",28.8,36,4,40,38,,,9786123154561,076,Verdadero,134
004890,Razonamiento Matemático Superior ERUB,-/Editorial Rubiños/-,17,21.25,5.75,27,25,,,0,076,Verdadero,134
004891,Razonamiento Matemático Tomo I - N/E (Coveñas),"Coveñas, Manuel/Sin Editorial/Lobo",15.5,19.38,2.63,22,19,,,0,076,Verdadero,134
004892,Razonamiento Matemático V (Rubiños) EMOS,Rubiños/Dist. Imp. Edit. Lib.Moshera S.R.L./RM 5,2.2,2.75,2.25,5,4,,,0,076,Verdadero,134
004893,"Razonamiento Matemático, Ingenio y Creatividad Para Nuevos Retos Colección ELUM",Colección CC. HH./Editorial Lumbreras/- 16/12/23,31.2,39,9,48,46,,,9786123077860,076,Verdadero,134
004894,Razonamiento Verbal ESPARTACO EKAN,-/Editorial Kano SRL/Espartaco,6,7.5,2.5,10,8,,,0,076,Verdadero,134
004895,Razonamiento Verbal Mi Academia ESAM,Mi Academia/Editorial San Marcos E.I.R.L./Mi Academia,1.2,1.5,0.5,2,1.5,,,0,076,Verdadero,134
004896,Razonamiento Verbal (Vilela) ESAM,"Vilela, Rafael/Editorial San Marcos E.I.R.L./-",10.32,12.9,2.1,15,13,,,0,076,Verdadero,134
004897,Razonamiento Verbal (Paiva) EDEL,-/Editora y Distribuidora Delta/Paiva,3,3.75,1.25,5,4,,,0,076,Verdadero,134
004898,Razonamiento Verbal (Véliz),Véliz/Sin Editorial/-,0.5,0.63,0.38,1,0.7,,,0,076,Verdadero,134
004899,Razonamiento Verbal (Trilce) EDEL,-/Editora y Distribuidora Delta/Trilce,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,134
004900,Razonamiento Verbal Compendio Académico ELUM,Compendio Académico/Editorial Lumbreras/-,13,16.25,3.75,20,15,,,9786123073862,076,Verdadero,134
004901,Razonamiento Verbal - Comprensión Lectora JOVIC,"Esquivel, Blas/Sin Editorial/Jovic",6,7.5,2.5,10,8,,,0,076,Verdadero,134
004902,Razonamiento Verbal - San Marcos Mi Academia ESAM,Mi Academia/Editorial San Marcos E.I.R.L./Mi Academia,1.2,1.5,0.5,2,1.5,,,0,076,Verdadero,134
004903,Razonamiento Verbal (Esquivel) Jovic,"Esquivel, Blas/Sin Editorial/Jovic",10,12.5,4.5,17,15,,,0,076,Verdadero,134
004904,Razonamiento Verbal I Colección ELUM,Colección CC. HH./Editorial Lumbreras/-,16.9,21.12,4.88,26,24,,,0,076,Verdadero,134
004905,Razonamiento Verbal II Colección ELUM,Colección CC. HH./Editorial Lumbreras/-,16.9,21.12,4.88,26,24,,,0,076,Verdadero,134
004906,Razonamiento Verbal Lectura Crítica EMEG,Colección/Editorial Megabyte/-,21,26.25,3.75,30,28,,,0,076,Verdadero,134
004907,Razonamiento Verbal Moderno (Gómez Aponte) EIMP,"Gómez Aponte, William/Editorial Impecus/-",6,7.5,2.5,10,8,,,0,076,Verdadero,134
004908,Razonamiento Verbal Siglo XXI (Falcón) ESAM,"Falcón Vera, Nathali/Editorial San Marcos E.I.R.L./- 22/09/21",27.6,34.5,3.5,38,36,,,9786123154271,076,Verdadero,134
004909,Razonamiento Verbal Superior JOVIC,"Esquivel, Blas/Sin Editorial/Jovic",9,11.25,3.75,15,12,,,0,076,Verdadero,134
004910,"Razonamiento Verbal, Expresión Escrita y Comprensión Colección ELUM",Colección CC. HH./Editorial Lumbreras/- 16/12/23,26.65,33.31,7.69,41,39,,,9786123077853,076,Verdadero,134
004911,TRI - Razones Trigonométricas de un Ángulo Agudo Temas Selectos ELUM,Temas Selectos TRIGONOMETRIA/Editorial Lumbreras/-,5.2,6.5,1.5,8,7,,,9786123073961,076,Verdadero,155
004912,TRI - Razones Trigonométricas de un Ángulo en Posición Normal Temas Selectos ELUM,Temas Selectos TRIGONOMETRIA/Editorial Lumbreras/-,5.2,6.5,1.5,8,7,,,9786123074074,076,Verdadero,155
004913,ARI - Razones y Proporciones ECUZ,AritméticaF/Editorial Cuzcano/-,2.5,3.13,1.88,5,4,,,.19,076,Verdadero,155
004914,Razones y Proporciones EWHE,-/Distribuidora Lopez G. E.I.R.L. - WH Editores/-,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,155
004915,ARI - Razones y Proporciones Temas Selectos ELUM,Temas Selectos ARITMETICA/Editorial Lumbreras/- 16/12/23,5.2,6.5,1.5,8,7,,,9786123072759,076,Verdadero,155
004916,QUI - Reacciones Químicas EKAN,-/Editorial Kano SRL/Química,1.8,2.25,1.25,3.5,2.5,,,0,076,Verdadero,160
004917,QUI - Reacciones Químicas (Collantes) ECUZ,Química Collantes 06/Editorial Cuzcano/- 10/09/21,4,5,1,6,5,,,.125,076,Verdadero,160
004918,QUI - Reacciones Químicas y Balance de Ecuaciones Temas Selectos ELUM,Temas Selectos QUIMICA/Editorial Lumbreras/- 16/12/23,5.2,6.5,1.5,8,7,,,9786123071226,076,Verdadero,160
004919,Portadocumentos Grande para Auto,Grau 538 Dorita. 04/01/24,7.5,9.38,0.63,10,0,,,0,044,Verdadero,132
004920,ALG - Recopilación CEPRE-UNI Algebra Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,16,20,2,22,20,,,.162,076,Verdadero,155
004921,"ALG - Recopilación CEPRE-UNI Algebra I , II, III y IV ECUZ",Recopilación/Editorial Cuzcano/-,6,7.5,2.5,10,8,,,0,076,Verdadero,155
004922,ALG - Recopilación CEPRE-UNI Algebra VI ECUZ,Recopilación/Editorial Cuzcano/-,8,10,2,12,10,,,0,076,Verdadero,155
004923,"ARI - Recopilación CEPRE-UNI Aritmética I , II, III y IV  ECUZ",Recopilación/Editorial Cuzcano/-,6,7.5,2.5,10,8,,,0,076,Verdadero,155
004924,ARI - Recopilación CEPRE-UNI Aritmética VI  ECUZ,Recopilación/Editorial Cuzcano/-,8,10,2,12,10,,,0,076,Verdadero,155
004925,ARI - Recopilación CEPRE-UNI Artimética Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,16,20,2,22,20,,,.161,076,Verdadero,155
004926,FIS - Recopilación CEPRE-UNI Física Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,17,21.25,2.75,24,22,,,.165,076,Verdadero,144
004927,"FIS - Recopilación CEPRE-UNI Física I , II, III y IV ECUZ",Recopilación/Editorial Cuzcano/-,7,8.75,2.25,11,9,,,0,076,Verdadero,144
004928,FIS - Recopilación CEPRE-UNI Física VI  ECUZ,Recopilación/Editorial Cuzcano/-,10,12.5,1.5,14,12,,,0,076,Verdadero,144
004929,GEO - Recopilación CEPRE-UNI Geometría Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,16,20,2,22,20,,,.163,076,Verdadero,155
004930,"GEO - Recopilación CEPRE-UNI Geometría I , II, III y IV ECUZ",Recopilación/Editorial Cuzcano/-,6,7.5,2.5,10,8,,,0,076,Verdadero,155
004931,GEO - Recopilación CEPRE-UNI Geometría VI ECUZ,Recopilación/Editorial Cuzcano/-,8,10,2,12,10,,,0,076,Verdadero,155
004932,QUI - Recopilación CEPRE-UNI Química Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,17,21.25,2.75,24,22,,,.166,076,Verdadero,160
004933,"QUI - Recopilación CEPRE-UNI Química I , II, III y IV ECUZ",Recopilación/Editorial Cuzcano/-,6,7.5,2.5,10,8,,,0,076,Verdadero,160
004934,QUI - Recopilación CEPRE-UNI Química VI ECUZ,Recopilación/Editorial Cuzcano/-,10,12.5,1.5,14,12,,,0,076,Verdadero,160
004935,TRI - Recopilación CEPRE-UNI Trigonometría Curso Completo ECUZ,Recopilación/Editorial Cuzcano/- 10/09/21,16,20,2,22,20,,,.164,076,Verdadero,155
004936,"TRI - Recopilación CEPRE-UNI Trigonometría I , II, III y IV ECUZ",Recopilación/Editorial Cuzcano/-,6,7.5,2.5,10,8,,,0,076,Verdadero,155
004937,TRI - Recopilación CEPRE-UNI Trigonometría VI ECUZ,Recopilación/Editorial Cuzcano/-,8,10,2,12,10,,,0,076,Verdadero,155
004938,Rectas y Planos (Lázaro) EMOS,Lázaro/Dist. Imp. Edit. Lib.Moshera S.R.L./-,3.3,4.12,0.88,5,4,,,0,076,Verdadero,155
004939,Rectas y Planos ELUC,-/LUC Ediciones/LUC Ediciones,3,3.75,1.25,5,4,,,0,076,Verdadero,155
004940,GEO - Rectas y Planos # 11 ECUZ,Geometría 11/Editorial Cuzcano/-,4,5,1,6,5,,,.73,076,Verdadero,155
004941,Recuerdo Primera Comunión,-/Sin Editorial/-,1,1.25,0.75,2,0,,,0,076,Verdadero,145
004942,Sticker Alto Relieve Grande,-,1.3,1.63,0.38,2,0,,,0,044,Verdadero,115
004943,Redacción,-/Sin Editorial/Idelfonso,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,150
004944,Redacción - Chico P/B,-/Sin Editorial/Idelfonso,1.5,1.88,0.63,2.5,1.8,,,0,076,Verdadero,150
004945,Redacción - Manual EFEN,-/Editorial Fénix/FENIX,3.5,4.38,2.63,7,5,,,0,076,Verdadero,150
004946,Redacción - Modelos Modernos EMER,-/Editorial Mercurio - Distrib. Rivera/-,2.94,3.67,0.83,4.5,35,,,0,076,Verdadero,150
004947,Redacción ABC,-/Sin Editorial/-,3.2,4,2,6,4,,,0,076,Verdadero,150
004948,Redacción Administrativa (Valladares) EMAN,"Valladares, Otto/Editorial Mantaro/-",10,12.5,2.5,15,13,,,0,076,Verdadero,150
004949,Producción de Textos - Competencia Linguística (Chaupin),Cáceres Chaupin/Chaupin/-,10,12.5,2.5,15,13,,,0,076,Verdadero,153
004950,Redacción General ECPE,Ediciones Cultura Peruana - Otro,1,1.25,2.75,4,2.5,,,0,076,Verdadero,150
004951,Redacción General (Chico) EMER,-/Editorial Mercurio - Distrib. Rivera/-,1.5,1.88,1.13,3,2.3,,,0,076,Verdadero,150
004952,Redacción General N/E EEDG,-/Edigraber/-,7.2,9,3,12,9,,,0,076,Verdadero,150
004953,Redacción General P/P - Dualith Graph,-/Sin Editorial/Dualith Graph,2.8,3.5,1.5,5,4,,,0,076,Verdadero,150
004954,Redacción General Segunda Edición EMEG,-/Editorial Megabyte/-,10.4,13,2,15,13,,,0,076,Verdadero,150
004955,Redacción General Un Enfoque Pragmalinguista EMEG,-/Editorial Megabyte/-,17.6,22,2,24,22,,,0,076,Verdadero,150
004956,Redes y Conectividad EMAC,-/Editorial Macro/-,24,30,2,32,30,,,0,076,Verdadero,137
004957,Sticker Alto Relieve Chico,-,0.8,1,0.5,1.5,0,,,0,044,Verdadero,115
004958,Banco de Literatura EIMP,-/Editorial Impecus/-,3.5,4.38,2.63,7,5,,,0,076,Verdadero,160
